,path,file_name,path_OD,path_OC,disc_center,tag,dataset,shape,path_OD_png,path_OC_png
219,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0130.jpg,n0130.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0130.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0130.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0130_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0130_OC_img.png
220,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0131.jpg,n0131.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0131.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0131.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0131_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0131_OC_img.png
221,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0132.jpg,n0132.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0132.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0132.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0132_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0132_OC_img.png
222,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0133.jpg,n0133.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0133.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0133.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0133_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0133_OC_img.png
223,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0134.jpg,n0134.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0134.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0134.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0134_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0134_OC_img.png
224,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0135.jpg,n0135.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0135.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0135.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0135_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0135_OC_img.png
225,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0136.jpg,n0136.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0136.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0136.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0136_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0136_OC_img.png
226,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0137.jpg,n0137.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0137.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0137.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0137_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0137_OC_img.png
227,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0138.jpg,n0138.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0138.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0138.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0138_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0138_OC_img.png
228,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0139.jpg,n0139.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0139.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0139.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0139_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0139_OC_img.png
229,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0140.jpg,n0140.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0140.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0140.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0140_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0140_OC_img.png
230,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0141.jpg,n0141.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0141.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0141.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0141_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0141_OC_img.png
231,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0142.jpg,n0142.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0142.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0142.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0142_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0142_OC_img.png
232,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0143.jpg,n0143.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0143.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0143.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0143_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0143_OC_img.png
233,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0144.jpg,n0144.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0144.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0144.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0144_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0144_OC_img.png
234,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0145.jpg,n0145.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0145.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0145.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0145_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0145_OC_img.png
235,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0146.jpg,n0146.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0146.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0146.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0146_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0146_OC_img.png
236,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0147.jpg,n0147.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0147.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0147.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0147_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0147_OC_img.png
237,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0148.jpg,n0148.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0148.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0148.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0148_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0148_OC_img.png
238,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0149.jpg,n0149.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0149.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0149.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0149_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0149_OC_img.png
239,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0150.jpg,n0150.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0150.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0150.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0150_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0150_OC_img.png
240,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0151.jpg,n0151.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0151.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0151.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0151_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0151_OC_img.png
241,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0152.jpg,n0152.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0152.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0152.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0152_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0152_OC_img.png
242,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0153.jpg,n0153.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0153.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0153.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0153_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0153_OC_img.png
243,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0154.jpg,n0154.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0154.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0154.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0154_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0154_OC_img.png
244,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0155.jpg,n0155.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0155.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0155.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0155_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0155_OC_img.png
245,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0156.jpg,n0156.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0156.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0156.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0156_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0156_OC_img.png
246,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0157.jpg,n0157.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0157.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0157.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0157_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0157_OC_img.png
247,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0158.jpg,n0158.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0158.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0158.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0158_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0158_OC_img.png
248,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0159.jpg,n0159.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0159.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0159.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0159_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0159_OC_img.png
249,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0160.jpg,n0160.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0160.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0160.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0160_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0160_OC_img.png
250,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0161.jpg,n0161.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0161.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0161.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0161_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0161_OC_img.png
251,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0162.jpg,n0162.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0162.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0162.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0162_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0162_OC_img.png
252,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0163.jpg,n0163.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0163.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0163.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0163_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0163_OC_img.png
253,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0164.jpg,n0164.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0164.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0164.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0164_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0164_OC_img.png
254,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0165.jpg,n0165.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0165.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0165.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0165_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0165_OC_img.png
255,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0166.jpg,n0166.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0166.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0166.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0166_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0166_OC_img.png
256,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0167.jpg,n0167.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0167.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0167.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0167_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0167_OC_img.png
257,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0168.jpg,n0168.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0168.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0168.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0168_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0168_OC_img.png
258,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0169.jpg,n0169.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0169.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0169.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0169_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0169_OC_img.png
259,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0170.jpg,n0170.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0170.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0170.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0170_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0170_OC_img.png
260,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0171.jpg,n0171.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0171.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0171.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0171_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0171_OC_img.png
261,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0172.jpg,n0172.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0172.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0172.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0172_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0172_OC_img.png
262,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0173.jpg,n0173.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0173.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0173.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0173_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0173_OC_img.png
263,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0174.jpg,n0174.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0174.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0174.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0174_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0174_OC_img.png
264,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/images/Normal/n0175.jpg,n0175.jpg,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0175.bmp,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0175.bmp,"(-99, -99)",Normal,refuge,"(2056, 2124, 3)",/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0175_OD_img.png,/content/gdrive/My Drive/Drive Tugas Akhir/Dataset/REFUGE/gt/Normal/n0175_OC_img.png
